Brand,2011,2012,2013,2014,2015,2016,2017,2018,2019
Tesla,0.0,0.004920049200492005,0.03273709078636517,0.0293293643845211,0.052974924774322966,0.0983218163869694,0.0894878223495702,0.27188847900113505,0.26064005505849963
